id,id,대분류,중분류,소분류,브랜드,human_imputed,human_imputed_proba,헤어타입,형태,특징,용량,unit,종류,효과,구성,두피타입,human,향계열,세트구성,사용부위,피부타입,인증,색상,부가기능,재질,사용시간,단계,생균,섭취량,제품용량,섭취횟수,섭취방법,원료명(식약처고시),주원료,MSM,분자량,수,중량,단백질성분,맛,포장unit,매수,무첨가,충전시간,전원방식,전원,품목,세트unit,용도,자외선차단지수,성분,사용가능,평량,정수과정,세탁기유형,겹수,HCA,열량,무게,개당열량,진동,제품크기,주성분,사이즈,가로사이즈,유발성분,단계별,고정방식,소비전력,롤수,길이,칫솔모타입,칫솔종류,칫솔헤드크기,적용모델,작동방식,디자인,안전,모드,칫솔모형태,회전,사용기간,와이어굵기,흡수,편의기능,몸무게(키즈),출시,헤드수,헤드종류,충전방식,추가구성,날수,전자동세정&충전,면도방식,헤드무빙,면도망,트리머,면도날종류,상태표시등,면도날,트리머(헤드교체),유형,분유성분,출시년도
81,82,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00043,남녀공용,0.995338202,모든모발용,오일형,흡수력,120ml,1개,,,본품,모든두피용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,83,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00043,남녀공용,0.727939129,모든모발용,오일형,촉촉함(수분공급),345ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,85,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00044,남녀공용,0.9619416,모든모발용,펌프형,머릿결개선,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,86,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00045,미성년자,0.393811584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,87,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-00046,남녀공용,0.954100907,모든모발용,오일형,머릿결개선,125ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,88,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00049,미성년자,0.389121056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,89,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,남녀공용,0.978908062,모든모발용,오일형,머릿결개선,125ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,90,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,남녀공용,0.965970218,가는,오일형,머릿결개선,200ml,1개,,리미티드에디션,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00052,미성년자,0.371442288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,92,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00053,남녀공용,0.710197747,모든모발용,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,93,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-00053,미성년자,0.619907856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,94,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00054,성인남녀,0.460957319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,95,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00054,미성년자,0.642102361,,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,96,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00055,남녀공용,0.862970531,모든모발용,스프레이형,촉촉함(수분공급),252ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,97,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00055,미성년자,0.605882823,건성,로션형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,98,B002-C001-0002,B002-C002-0002,B002-C003-0008,B002-00056,미성년자,0.392478645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,99,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00056,미성년자,0.593593359,,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,100,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00056,미성년자,0.497811109,,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,101,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00059,남녀공용,0.995528519,모든모발용,펌프형,머릿결개선,15ml,1개,비듬샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,102,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00059,남녀공용,0.990661442,모든모발용,펌프형,머릿결개선,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,103,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00060,남녀공용,0.832194507,손상모발용,오일형,촉촉함(수분공급),100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,104,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00060,남녀공용,0.905046165,모든모발용,,촉촉함(수분공급),13ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,105,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.887634277,모든모발용,,윤기부여,80ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,106,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00060,남녀공용,0.991938531,모든모발용,스프레이형,촉촉함(수분공급),150ml,1개,,,,,,,헤어에센스,페이스용,모든피부용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,107,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.922276556,모든모발용,오일형,촉촉함(수분공급),30ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,108,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.712069154,손상모발용,펌프형,윤기부여,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,109,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.991153061,모든모발용,오일형,머릿결개선,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,110,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.452051044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,111,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.986874044,모든모발용,,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,112,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.461314976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,113,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.844169676,,,영양공급,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,114,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.753648341,모든모발용,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,115,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.621464074,,로션형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,116,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.690970361,,펌프형,촉촉함(수분공급),30ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,117,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.999548852,모든모발용,오일형,머릿결개선,100ml,1개,헤어오일,,본품,모든두피용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,118,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00060,남녀공용,0.997554839,모든모발용,크림형,머릿결개선,200ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,119,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,미성년자,0.491604418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,120,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-00060,남녀공용,0.988376558,모든모발용,오일형,머릿결개선,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,122,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00063,남녀공용,0.654446006,모든모발용,,윤기부여,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,123,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00063,남녀공용,0.991511881,모든모발용,스프레이형,머릿결개선,100ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,124,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00064,남녀공용,0.982848525,모든모발용,펌프형,머릿결개선,70ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,125,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00064,남녀공용,0.931925774,,오일형,머릿결개선,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,126,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00065,남녀공용,0.890095234,손상모발용,펌프형,머릿결개선,70ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,127,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00066,미성년자,0.660973132,,,향,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,128,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00066,남녀공용,0.985935688,모든모발용,,두피케어,100ml,1개,두피토닉,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,130,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-00066,남녀공용,0.982510984,모든모발용,오일형,머릿결개선,50ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,131,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00066,남녀공용,0.995556056,모든모발용,펌프형,머릿결개선,300ml,1개,,,,,,,,페이스용,모든피부용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,132,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00066,남녀공용,0.977553904,모든모발용,,머릿결개선,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,133,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.641583204,손상모발용,리퀴드형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,134,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.907512665,손상모발용,,머릿결개선,10ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,135,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,미성년자,0.499430716,,로션형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,136,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,성인남녀,0.437596023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,137,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,미성년자,0.527738154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,138,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,미성년자,0.556435406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,139,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,남녀공용,0.817516029,모든모발용,,흡수력,15ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,140,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,남녀공용,0.939785063,모든모발용,스프레이형,촉촉함(수분공급),200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,141,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067,남녀공용,0.984115362,모든모발용,스프레이형,윤기부여,150ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,142,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067,남녀공용,0.743142843,모든모발용,,향,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,143,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00067,남녀공용,0.989435434,모든모발용,오일형,머릿결개선,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,144,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,남녀공용,0.359297574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,145,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.979192972,모든모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,146,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.727115631,손상모발용,펌프형,흡수력,13ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,147,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,성인남녀,0.39943555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,148,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.977297783,손상모발용,리퀴드형,머릿결개선,240ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,149,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.982993484,손상모발용,리퀴드형,머릿결개선,120ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,150,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.961570442,손상모발용,리퀴드형,머릿결개선,240ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,151,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-00067,남녀공용,0.969988167,모든모발용,스프레이형,세팅력,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,152,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,남녀공용,0.991152823,모든모발용,크림형,머릿결개선,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,153,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.982248425,모든모발용,리퀴드형,머릿결개선,10ml,6개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,154,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.952009857,모든모발용,,머릿결개선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,155,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,남녀공용,0.930996418,모든모발용,리퀴드형,흡수력,30ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,156,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-00067,미성년자,0.893294215,,파우더형,향,8ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,157,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,남녀공용,0.880981505,모든모발용,,윤기부여,60ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,158,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,미성년자,0.652517974,,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,159,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00067,미성년자,0.429401457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,160,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067,남녀공용,0.973476529,모든모발용,스프레이형,머릿결개선,215ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,161,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,남녀공용,0.992777348,모든모발용,오일형,머릿결개선,220ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,162,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,성인남녀,0.356112987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,163,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,미성년자,0.311088473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,164,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00067,남녀공용,0.994557261,모든모발용,젤형,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,165,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00067,남녀공용,0.84801966,모든모발용,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,166,B002-C001-0002,B002-C002-0007,B002-C003-0037,B002-00067,남녀공용,0.989464521,모든모발용,펌프형,머릿결개선,60ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,167,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00067,남녀공용,0.574573576,손상모발용,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,169,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00067,성인남녀,0.346752971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
